PersonID,UseMenuCalorieInfo,Fruit,Vegetables,AlcoholConditions_Cancer,AlcoholConditions_HeartDisease,AlcoholConditions_Diabetes,AlcoholConditions_Cholesterol,AlcoholConditions_LiverDisease,AlcoholConditions_Overweight,AlcoholIncreaseCancer,AlcoholReduceHeart
60011584-01,2,1,4,2,1,1,3,1,1,3,2
60011596-03,5,4,4,1,1,1,3,1,1,2,2
60011602-01,2,2,3,1,2,1,3,1,3,1,3
60011604-01,5,4,3,1,1,1,-9,1,1,1,4
60011609-01,4,1,2,1,1,1,1,1,1,1,4
60011611-01,4,2,3,1,1,1,1,1,1,2,2
60011615-03,3,1,4,2,2,1,2,1,1,3,2
60011617-01,5,3,0,1,2,2,1,2,1,3,1
60011622-01,5,4,4,1,3,3,3,1,1,1,4
60011626-01,2,3,3,3,3,3,3,1,1,3,1
60011627-01,3,5,4,3,3,3,3,1,3,-9,-9
60011632-03,4,1,3,3,3,3,3,3,3,3,4
60011636-02,4,0,1,1,1,1,1,1,1,2,2
60011639-01,5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60011646-03,5,1,1,2,3,3,3,1,3,3,2
60011659-02,3,3,4,1,1,1,1,1,1,1,4
60011661-02,4,3,3,3,3,3,3,1,1,3,2
60011665-01,5,1,3,1,1,1,2,1,1,1,2
60011666-04,1,3,3,-9,-9,-9,-9,1,-9,1,1
60011667-01,4,0,1,2,1,1,1,1,1,1,3
60011669-01,3,3,2,2,1,2,2,1,2,4,4
60011687-01,3,4,4,1,1,1,3,1,1,2,2
60011691-01,3,3,3,2,1,1,1,1,1,3,2
60011700-01,3,-9,-9,3,3,3,3,3,-5,3,3
60011703-01,3,3,2,1,1,1,1,1,1,1,1
60011705-02,5,6,-5,2,2,1,1,1,1,-9,-9
60011712-01,4,2,3,2,2,2,2,1,1,3,3
60011715-01,3,2,3,3,3,1,3,1,1,3,2
60011723-02,4,3,2,3,3,3,3,1,3,-9,2
60011737-01,5,3,4,1,1,1,1,1,1,2,2
60011751-01,4,3,2,3,1,3,3,1,1,4,3
60011753-01,5,4,4,2,1,3,3,1,1,3,3
60011756-01,4,2,3,-9,-9,-9,-9,1,-9,2,3
60011758-01,5,1,1,1,1,1,1,1,1,1,1
60011763-01,5,0,2,2,1,1,2,1,1,3,2
60011769-03,5,0,1,3,3,3,3,3,3,3,3
60011770-03,5,2,2,2,2,1,1,1,2,3,2
60011771-01,5,1,1,2,2,1,2,1,1,2,2
60011772-01,1,1,2,2,2,3,1,1,1,4,3
60011776-02,1,4,5,1,1,1,1,1,1,1,3
60011783-01,5,2,2,3,3,3,3,3,3,2,2
60011786-01,3,2,3,3,3,3,3,1,1,3,2
60011791-02,5,3,3,2,3,3,-9,1,1,4,-9
60011793-02,2,1,2,3,1,1,1,1,1,3,4
60011795-01,2,3,3,1,1,1,1,1,1,1,1
60011798-01,1,3,3,3,1,2,1,1,2,2,3
60011802-02,5,2,3,1,1,3,1,1,1,2,2
60011805-02,5,0,0,2,2,2,2,2,2,4,3
60011808-02,5,0,2,-9,-9,-9,-9,1,-9,3,4
60011810-01,2,3,1,3,3,3,3,3,3,1,4
60011811-03,2,4,4,3,3,3,3,1,3,3,4
60011814-01,1,4,1,2,2,2,2,1,2,4,4
60011815-01,4,2,2,1,3,3,2,1,3,2,2
60011817-02,5,2,3,3,3,3,3,1,2,4,1
60011818-02,5,3,3,3,1,3,3,1,3,3,2
60011820-01,5,1,1,-9,-9,-9,-9,-9,-9,-9,-9
60011832-01,2,2,5,-9,-9,-9,-9,1,1,4,2
60011839-02,3,5,5,1,1,1,3,1,1,1,4
60011844-03,4,3,3,1,2,2,2,1,2,2,2
60011853-01,1,3,5,1,1,1,1,1,1,2,1
60011869-01,4,1,1,3,3,3,3,3,3,2,2
60011876-01,3,3,3,1,1,1,1,1,1,2,2
60011881-03,3,2,2,3,3,1,3,1,1,3,2
60011890-01,2,2,2,1,1,1,1,1,1,1,3
60011891-01,5,2,1,2,2,2,2,1,1,4,2
60011894-01,5,3,2,1,1,2,2,1,1,1,3
60011898-02,5,3,2,-9,1,1,-9,1,-9,-9,2
60011901-01,4,1,2,2,2,2,2,1,2,4,3
60011904-01,1,2,3,1,1,1,1,1,1,2,2
60011907-01,3,3,2,2,2,2,2,2,2,1,2
60011911-01,1,4,2,2,2,1,2,1,1,3,2
60011912-02,2,3,3,1,1,1,2,1,1,2,3
60011914-01,4,1,2,1,1,1,1,1,1,2,3
60011919-01,3,1,2,1,3,1,3,1,1,1,1
60011924-03,2,2,1,1,1,1,1,1,1,2,2
60011930-02,5,2,2,3,3,3,3,1,1,2,2
60011933-01,5,4,4,1,2,2,2,1,1,1,2
60011938-01,3,1,0,-9,-9,-9,-9,1,-9,1,2
60011941-01,5,1,3,1,1,1,1,1,1,1,4
60011944-01,2,3,3,1,1,3,3,1,1,2,2
60011946-01,3,0,0,-9,-9,-9,-9,-9,-9,-9,-9
60011949-03,5,2,2,3,3,3,3,3,3,1,4
60011953-01,3,1,2,1,1,3,-9,1,1,2,1
60011955-01,4,4,3,1,1,1,1,1,1,2,3
60011961-01,3,3,3,1,1,1,1,1,1,1,2
60011967-01,3,3,3,2,3,3,2,1,3,3,3
60011972-01,3,0,1,3,3,3,3,1,1,2,1
60011983-02,5,3,2,2,2,2,2,2,2,-9,-9
60011986-01,5,1,1,2,3,1,1,1,1,4,2
60011989-01,3,2,3,3,1,1,1,1,1,2,2
60012006-02,2,6,3,1,1,1,1,1,1,1,1
60012010-01,5,3,4,1,1,1,1,1,1,2,4
60012019-01,4,2,2,1,1,1,1,1,1,2,2
60012021-01,4,2,2,3,3,3,3,1,3,3,2
60012036-02,3,2,3,3,3,3,3,3,-9,4,4
60012041-02,4,2,2,3,3,3,3,1,3,2,2
60012049-02,3,1,2,3,1,1,1,1,1,2,2
60012051-01,1,3,4,2,2,2,2,2,1,1,1
60012053-01,2,4,3,2,1,1,2,1,2,2,2
60012054-02,5,1,1,-9,-9,1,-9,1,1,4,3
60012055-02,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60012057-01,5,2,3,3,1,1,3,1,3,2,2
60012058-01,4,2,1,3,3,3,3,3,3,3,4
60012065-01,3,0,0,-9,-9,-9,-9,1,-9,2,2
60012071-01,5,3,3,3,3,2,3,1,1,3,3
60012079-01,4,1,1,-9,-9,3,-9,-9,-9,1,1
60012086-02,1,2,1,3,3,3,3,1,3,4,1
60012088-01,2,3,3,3,3,3,3,3,3,4,4
60012092-01,5,2,2,1,1,1,1,1,1,1,-9
60012093-03,4,0,0,3,1,2,1,3,3,3,2
60012103-02,2,3,2,-9,-9,-9,-9,-9,-9,-9,-9
60012105-02,3,4,3,1,1,1,1,1,1,1,1
60012110-02,5,0,0,3,3,3,3,2,3,4,2
60012112-02,5,0,1,3,3,3,3,1,1,3,3
60012115-02,2,3,5,3,1,2,2,1,1,3,2
60012125-03,3,3,3,1,1,3,3,1,1,1,3
60012127-01,4,1,6,1,1,1,1,1,1,1,4
60012128-01,5,5,5,3,2,2,2,1,1,3,2
60012141-01,4,2,2,-9,-9,-9,-9,1,1,2,2
60012149-01,4,2,2,3,1,1,1,1,1,2,3
60012150-01,4,3,4,1,1,2,2,1,2,1,1
60012153-02,3,3,4,2,3,3,1,1,1,3,3
60012156-01,3,3,2,2,2,2,2,1,3,2,4
60012169-01,5,1,2,2,1,1,3,1,1,4,2
60012170-02,5,3,2,3,3,3,3,1,3,-9,-9
60012172-02,5,3,2,1,1,3,1,1,1,2,2
60012182-01,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60012188-02,3,2,1,2,1,1,1,1,1,3,4
60012190-01,4,2,2,2,2,2,2,1,1,3,2
60012192-01,4,2,3,2,2,1,2,1,1,3,2
60012193-01,2,0,1,-9,1,1,-9,1,1,2,3
60012208-01,1,3,3,1,-9,1,-9,1,1,2,3
60012212-01,5,1,1,2,2,2,2,1,1,4,2
60012218-01,3,3,3,1,1,1,1,1,1,1,2
60012229-01,4,2,2,3,3,3,3,3,3,1,3
60012230-02,2,3,2,1,1,1,2,1,1,1,3
60012232-01,4,4,4,3,1,1,1,1,1,2,2
60012233-02,3,2,3,1,1,1,1,1,1,1,3
60012236-02,1,1,3,-9,-9,-9,-9,1,-9,1,4
60012242-01,5,0,1,1,1,1,1,1,1,2,2
60012245-01,5,3,3,3,2,2,2,2,2,-9,-9
60012246-01,1,2,1,-9,-9,-9,-9,1,-9,1,2
60012250-02,3,2,2,-9,-9,-9,-9,1,-9,2,2
60012252-01,3,3,5,3,1,1,3,1,1,1,3
60012254-01,5,2,2,3,1,1,3,1,1,2,3
60012267-03,3,2,2,3,3,1,3,1,3,3,3
60012278-01,5,0,2,3,3,3,3,3,3,4,4
60012282-01,5,1,2,2,3,3,3,1,2,4,3
60012284-03,4,3,4,2,2,3,2,1,1,3,3
60012285-01,4,1,2,1,1,2,1,1,3,1,2
60012287-03,2,3,1,1,1,1,1,1,1,2,2
60012289-01,4,1,3,1,2,1,2,1,2,1,4
60012292-01,5,2,3,3,3,3,3,3,3,3,3
60012297-01,4,4,4,2,2,1,2,1,1,4,4
60012298-01,3,3,3,3,2,-5,2,1,3,4,3
60012328-02,5,4,5,2,1,1,2,1,2,3,4
60012331-01,5,4,4,-9,-9,-9,-9,1,-9,2,3
60012339-01,3,3,4,1,1,1,1,1,1,1,1
60012345-01,5,3,3,2,2,1,2,1,3,2,2
60012346-01,2,4,3,3,3,1,1,1,1,4,4
60012350-02,4,1,2,2,2,2,2,1,1,3,3
60012352-01,3,1,2,1,3,1,1,1,1,3,1
60012355-01,3,-9,0,-9,-9,-9,-9,1,-9,1,-9
60012361-01,5,3,2,2,2,1,2,1,1,3,2
60012362-02,3,3,4,2,2,2,2,2,2,1,1
60012372-01,2,2,3,1,3,3,2,1,2,1,1
60012381-02,4,2,2,1,1,1,1,1,1,2,3
60012383-01,3,3,2,1,1,1,2,1,1,2,3
60012384-01,3,4,3,2,2,2,2,1,1,4,2
60012394-01,4,1,2,2,1,2,1,1,1,3,2
60012396-01,4,3,2,1,1,1,1,1,3,1,1
60012397-01,5,2,1,3,3,3,3,3,3,1,1
60012398-02,3,4,5,3,3,3,3,1,3,3,2
60012402-01,1,3,6,1,1,1,1,1,1,2,2
60012404-01,3,1,3,2,1,1,1,1,1,3,4
60012406-03,4,6,3,3,3,3,3,3,3,2,2
60012415-01,1,3,3,2,1,2,1,1,1,3,2
60012420-03,4,5,5,2,1,1,2,1,3,2,3
60012433-02,3,2,2,3,3,3,3,3,3,2,2
60012437-01,4,1,1,1,1,1,3,1,1,1,2
60012444-03,1,2,2,2,2,2,2,2,2,3,2
60012455-01,3,2,2,3,3,1,1,1,1,-9,3
60012468-01,4,3,2,2,1,1,1,1,1,3,4
60012477-03,5,1,2,2,2,2,2,1,1,3,3
60012479-01,3,3,3,1,-9,-9,-9,1,-9,2,3
60012491-02,5,4,3,3,3,3,3,3,3,3,3
60012500-03,5,3,3,3,3,1,3,1,3,2,3
60012505-01,5,-5,-5,1,1,1,1,1,1,1,2
60012506-01,2,3,3,1,1,1,1,1,1,2,2
60012512-01,5,1,1,3,3,3,3,3,3,2,3
60012513-01,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60012519-01,5,0,2,1,2,2,2,1,2,2,4
60012523-02,5,2,5,1,1,1,1,1,1,2,2
60012524-02,5,3,1,3,1,1,3,1,1,2,1
60012527-01,2,0,3,1,1,1,1,1,1,2,3
60012528-01,2,2,4,1,2,1,2,1,1,2,1
60012533-03,5,3,2,3,1,1,1,1,1,3,2
60012534-01,4,3,2,-9,-9,-9,-9,1,-9,4,4
60012539-01,4,4,4,1,1,1,1,1,1,1,4
60012540-01,2,3,2,1,1,1,1,1,1,2,2
60012548-02,5,2,5,1,1,-9,-9,1,-9,2,2
60012553-01,4,2,2,1,1,1,1,1,1,2,2
60012562-01,3,2,3,3,1,1,1,1,1,3,3
60012567-01,4,1,1,2,2,1,2,1,1,3,2
60012570-01,4,2,2,1,1,1,1,1,1,1,1
60012575-03,5,1,1,2,2,1,3,1,1,3,3
60012577-01,2,3,2,1,1,2,2,1,1,1,2
60012584-01,2,4,4,3,3,1,2,1,1,4,3
60012595-03,2,4,4,-9,1,1,3,1,1,3,2
60012599-01,5,5,5,2,2,1,1,1,1,3,4
60012615-01,2,3,4,2,1,1,3,1,2,2,2
60012616-01,5,0,1,3,1,3,3,1,3,3,2
60012620-02,4,3,3,3,1,1,1,1,1,3,2
60012622-02,2,4,3,-9,-9,-9,-9,1,-9,2,2
60012625-01,5,1,2,3,1,1,3,1,2,3,2
60012626-03,5,3,3,2,2,2,2,1,2,3,3
60012628-01,5,1,2,3,3,3,3,3,2,3,3
60012629-01,2,2,2,-9,-9,-9,1,1,1,3,3
60012636-01,4,1,1,1,1,1,1,1,1,2,2
60012646-01,5,1,4,2,2,2,2,1,2,4,2
60012650-01,5,2,3,2,1,1,2,1,3,3,3
60012653-02,5,2,2,3,1,2,2,1,1,4,4
60012656-01,2,3,6,1,1,2,1,1,2,1,4
60012658-01,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60012661-02,3,2,2,3,1,3,1,1,1,2,3
60012672-01,4,2,2,3,1,1,3,1,1,2,2
60012674-01,4,2,3,3,3,3,3,1,3,3,2
60012682-01,5,3,2,2,1,2,1,1,1,3,2
60012683-03,4,3,3,1,1,-9,-9,1,1,1,1
60012688-03,5,6,5,2,3,1,3,1,3,4,3
60012692-01,5,3,1,2,2,1,1,1,1,3,3
60012704-01,5,1,1,2,2,2,2,1,1,3,4
60012706-01,3,1,3,1,3,1,2,1,1,2,2
60012716-02,3,1,1,-9,1,1,-9,1,-9,2,1
60012717-03,3,0,6,3,3,3,3,3,3,2,1
60012723-01,3,2,3,3,1,1,-9,1,1,3,2
60012732-02,5,0,6,3,3,3,3,3,3,4,4
60012733-01,3,3,5,2,2,2,2,1,1,4,2
60012735-02,2,5,5,2,2,2,2,1,1,4,1
60012738-02,2,6,6,3,3,3,3,3,3,2,3
60012745-01,4,3,3,3,1,1,2,1,1,2,2
60012746-01,2,4,3,3,3,3,2,1,1,3,2
60012752-01,1,3,3,3,3,3,3,1,1,2,2
60012756-01,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60012759-01,3,3,4,2,2,2,2,2,2,2,4
60012764-03,5,2,4,1,1,-9,-9,1,1,2,3
60012771-02,3,2,2,3,2,3,3,1,1,4,2
60012796-01,2,4,4,3,3,3,3,1,3,3,3
60012798-01,5,5,4,1,2,2,2,1,3,2,1
60012799-03,5,3,1,-9,-9,-9,-9,1,-9,4,4
60012805-02,2,3,3,-9,-9,-9,-9,1,-9,2,2
60012806-01,3,2,1,-9,-9,-9,-9,1,-9,2,-9
60012813-01,4,1,6,1,1,1,3,1,1,1,2
60012814-01,5,0,1,3,3,3,-9,1,1,3,3
60012816-02,3,5,5,2,2,1,2,1,1,2,3
60012819-01,1,4,3,2,2,2,2,1,1,4,2
60012824-01,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60012830-02,5,1,0,3,3,3,3,3,3,2,2
60012833-01,4,0,1,1,1,1,1,1,1,2,2
60012835-01,3,2,3,1,1,1,1,1,1,1,2
60012839-02,5,3,3,1,3,3,3,1,1,2,2
60012840-01,4,1,1,1,1,1,1,1,1,1,2
60012844-01,3,0,1,2,2,1,1,1,1,4,4
60012851-01,2,2,4,2,1,2,2,1,3,2,1
60012852-02,1,4,4,1,1,1,1,1,1,1,2
60012859-01,3,1,1,3,3,1,1,1,1,4,2
60012861-01,4,2,2,3,3,3,3,-5,-9,3,3
60012868-01,4,3,1,3,1,1,1,1,1,3,3
60012873-01,1,2,3,1,1,1,2,1,1,3,3
60012883-02,4,2,3,1,1,1,1,1,1,1,3
60012885-03,5,3,2,2,2,2,2,1,2,3,3
60012886-01,4,1,5,-9,-9,-9,-9,-9,-9,-9,-9
60012887-01,4,3,3,1,1,1,1,1,1,1,4
60012898-01,2,2,4,3,3,3,1,1,1,2,3
60012901-02,5,3,2,1,1,1,1,1,1,1,2
60012906-01,3,2,2,2,-9,2,2,1,1,3,3
60012909-01,3,4,4,3,3,3,2,1,1,2,4
60012913-01,4,2,2,1,1,1,-9,1,1,1,4
60012917-01,3,4,0,1,1,1,1,1,1,1,1
60012919-01,1,3,3,3,3,3,3,3,3,1,1
60012920-01,4,1,1,1,2,1,1,1,1,2,2
60012923-01,5,3,2,3,3,3,3,1,1,2,3
60012925-01,5,0,0,-9,-9,-9,1,1,-9,3,4
60012928-01,4,3,3,2,2,3,2,1,1,3,2
60012929-01,3,1,1,1,1,1,1,1,1,1,2
60012930-01,4,2,2,3,1,1,3,1,1,2,2
60012942-01,1,3,3,1,1,2,1,1,1,1,1
60012947-01,3,1,3,3,3,1,1,1,1,3,4
60012948-02,4,3,4,1,1,1,1,1,1,1,1
60012949-02,5,3,3,-9,-9,-9,-9,1,-9,1,1
60012952-01,3,1,1,3,3,1,1,1,1,3,4
60012953-01,3,4,3,2,1,1,2,1,1,4,4
60012955-01,1,4,6,1,1,1,1,1,1,1,2
60012956-03,5,2,1,1,1,1,1,1,1,1,4
60012957-01,3,5,4,2,2,2,2,2,2,3,2
60012965-03,3,3,2,1,1,1,1,1,1,2,1
60012970-01,3,3,2,3,2,2,2,1,1,4,4
60012971-03,3,1,3,1,1,1,1,1,1,2,4
60012973-01,5,3,0,1,1,1,1,1,1,2,2
60012989-01,2,2,6,3,1,3,2,1,1,2,1
60012991-01,4,5,5,2,2,1,1,1,1,2,4
60012994-02,5,1,1,2,1,1,2,1,1,2,4
60012999-01,1,3,4,1,1,1,1,1,1,1,3
60013003-02,3,1,2,1,1,2,2,1,1,2,2
60013004-01,2,0,3,3,3,3,3,1,1,4,2
60013007-01,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60013012-01,4,3,3,1,3,3,3,1,1,2,2
60013028-02,4,3,3,1,3,1,3,1,1,1,2
60013032-01,5,3,0,2,2,3,3,3,1,2,2
60013041-02,2,5,4,1,1,1,1,1,1,1,3
60013043-01,1,3,2,2,1,3,2,1,1,3,2
60013045-01,2,4,4,3,3,3,3,1,3,2,2
60013049-01,3,3,2,2,2,2,2,1,2,3,2
60013053-01,2,4,4,-9,1,-9,-9,1,1,3,1
60013057-01,2,4,4,1,1,1,3,1,1,1,2
60013059-01,3,2,3,1,1,1,3,1,1,1,4
60013067-01,3,3,2,3,3,1,3,1,1,2,2
60013068-01,3,4,4,1,1,1,1,1,1,3,3
60013069-03,4,2,2,2,2,2,2,1,3,4,2
60013071-01,3,2,1,1,1,1,1,1,1,2,4
60013077-01,3,2,2,3,3,3,3,3,3,3,1
60013086-03,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9
60013087-01,4,5,4,1,1,1,1,1,1,2,3
60013089-01,5,0,1,3,1,3,3,1,3,2,3
60013095-01,2,3,4,2,2,2,2,1,1,3,2
60013098-02,4,2,3,3,3,1,3,1,1,3,2
60013103-01,1,3,3,3,3,3,3,1,3,2,2
60013111-01,5,2,3,2,1,1,1,1,1,2,2
60013112-01,4,3,2,1,1,1,2,1,1,2,3
60013116-01,4,1,1,2,3,1,2,1,2,3,2
60013117-02,2,3,3,1,3,3,3,1,3,2,4
60013122-01,3,1,2,-9,-9,-9,-9,1,-9,3,3
60013123-02,5,3,2,-9,-9,-9,-9,1,-9,4,4
60013125-02,3,3,0,-9,1,1,1,-9,1,1,1
60013127-01,1,2,2,1,1,1,1,1,1,1,2
60013129-02,3,1,1,3,3,3,3,1,1,2,3
60013144-01,4,1,3,2,2,1,2,1,1,4,2
60013145-02,5,0,0,3,1,1,3,1,1,3,1
60013150-01,4,3,3,2,1,2,2,1,1,3,3
60013161-03,1,1,5,1,1,1,1,1,1,2,3
60013162-02,4,1,1,3,3,1,3,1,1,3,2
60013163-01,5,3,4,3,3,3,3,3,3,4,4
60013164-01,5,0,0,2,2,2,2,2,2,1,1
60013165-01,2,4,3,2,1,2,2,1,1,3,2
60013170-01,4,4,4,2,1,1,1,1,1,2,3
60013186-01,3,3,3,3,3,3,3,3,3,2,3
60013193-01,5,2,3,3,3,1,3,1,1,-9,-9
60013196-01,4,3,3,1,1,1,1,1,1,1,2
60013202-01,3,4,4,1,1,1,1,1,1,1,2
60013207-02,4,1,3,2,3,3,3,1,1,-9,-9
60013213-01,5,4,4,1,1,1,1,1,1,1,4
60013216-02,2,1,1,1,1,1,1,1,1,1,1
60013219-03,5,1,2,2,2,1,2,1,1,3,1
60013222-01,5,4,4,3,1,3,1,1,3,2,4
60013225-01,5,3,1,2,3,3,-9,1,1,3,3
60013226-01,3,3,3,1,1,1,1,1,1,1,1
60013228-02,5,2,0,3,3,3,3,3,3,3,3
60013229-02,3,2,3,-9,-9,1,-9,1,1,3,2
60013236-01,5,2,2,3,3,3,3,1,3,2,2
60013239-01,5,1,1,1,1,1,1,1,1,1,2
60013240-01,4,2,2,1,1,1,1,1,1,1,2
60013241-01,4,3,3,3,3,3,3,3,3,-9,3
60013251-01,5,1,1,2,1,1,2,1,1,3,4
60013253-01,3,3,3,1,-9,-9,-9,1,1,2,4
60013258-01,4,3,3,1,1,2,1,1,1,1,2
60013267-01,5,1,1,3,3,3,3,1,3,2,2
60013271-01,5,1,1,2,3,3,1,1,1,4,2
60013277-01,4,1,1,2,3,3,3,1,1,3,4
60013278-02,1,4,4,3,3,3,3,3,1,1,2
60013282-02,3,2,2,-9,1,1,1,1,2,3,2
60013284-03,3,2,2,2,2,2,2,2,2,3,3
60013291-01,5,2,2,1,1,1,2,1,1,2,2
60013298-01,2,3,2,1,1,1,1,1,1,4,3
60013305-01,4,1,1,3,3,1,1,1,2,3,2
60013309-01,4,6,4,3,3,2,2,2,2,2,2
60013317-01,1,2,4,1,2,1,1,1,1,2,2
60013330-01,3,4,4,3,1,1,1,1,1,3,1
60013332-01,5,3,4,2,-5,1,2,1,1,4,2
60013333-01,3,3,4,3,1,3,3,1,1,4,1
60013339-01,5,5,1,3,3,3,3,3,3,4,4
60013340-01,3,3,4,3,1,1,1,1,1,1,2
60013346-01,5,2,1,1,1,1,1,1,1,2,2
60013347-01,5,1,1,1,1,1,1,1,1,2,3
60013355-01,1,3,5,2,3,1,3,1,1,3,3
60013357-01,3,3,1,3,1,3,3,1,1,3,4
60013359-01,2,1,1,2,2,2,2,1,1,1,4
