PersonID,SeekHealthInfo,WhereSeekHealthInfo,WhoLookingFor,LotOfEffort,Frustrated,ConcernedQuality,TooHardUnderstand,ConfidentGetHealthInf,TrustDoctor,TrustFamily,TrustNewsMag,TrustRadio,TrustInternet,TrustTelevision,TrustGov,TrustCharities,TrustReligiousOrgs,StrongNeedHealthInfo,StrongNeedHealthInfo_OS,SeekCancerInfo,InternetCancerInfoSelf
60006816-01,1,7,3,4,4,4,4,1,1,2,2,2,1,1,1,1,1,6,-1,1,2
60006817-01,2,-1,-1,-2,-1,-1,-2,3,1,2,3,3,-9,3,3,2,4,6,-1,2,2
60006824-02,1,5,1,4,4,4,4,1,1,3,3,3,2,4,4,3,2,6,-1,2,2
60006843-02,1,7,2,4,4,4,4,2,1,2,2,2,2,2,2,3,3,6,-1,1,2
60006844-01,1,7,3,4,4,3,3,1,1,2,4,4,2,4,4,4,4,7,-1,1,2
60006848-01,1,6,1,2,2,2,2,3,2,3,3,3,3,3,3,4,4,7,-1,1,2
60006849-01,1,7,1,4,4,3,-5,2,1,3,3,3,1,3,1,4,4,6,-1,1,2
60006850-03,1,7,1,3,4,2,4,1,1,2,3,3,2,3,2,2,3,6,-1,2,2
60006851-01,1,-5,1,2,2,1,1,3,1,3,3,4,3,4,3,4,3,6,-1,2,2
60006852-01,1,7,2,4,4,3,4,2,1,3,3,3,2,3,2,3,4,7,-1,1,2
60006858-03,2,-1,-1,-1,-1,-1,-1,1,1,2,3,4,2,1,1,4,4,6,-1,2,2
60006860-03,1,-5,1,3,3,3,3,2,1,2,3,3,1,3,2,2,3,7,-1,1,1
60006868-01,2,-1,-1,-1,-1,-1,-1,2,1,4,4,4,4,4,3,3,1,6,-1,2,2
60006871-01,1,4,3,2,3,2,3,3,2,3,2,3,2,2,1,3,3,6,-1,1,2
60006872-01,1,-5,3,3,3,3,3,2,2,2,4,4,4,4,4,4,4,-5,-1,1,2
60006873-01,1,7,1,4,4,4,4,1,2,3,3,2,2,2,2,3,2,6,-1,1,1
60006876-03,1,9,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,7,-1,2,2
60006878-01,1,6,3,4,4,4,4,2,1,2,2,2,2,2,2,2,2,6,-1,1,2
60006882-01,1,-5,3,2,3,2,4,2,1,2,2,3,2,3,1,2,2,-5,-1,1,1
60006884-01,1,7,1,2,2,4,2,3,1,3,3,3,2,3,2,2,2,7,-1,2,2
60006885-02,2,-1,-1,-1,-1,-1,-1,1,1,4,3,4,2,3,2,2,4,6,-1,2,2
60006896-03,1,-5,3,3,3,3,2,3,2,2,3,3,3,3,2,2,2,6,-1,2,2
60006897-01,1,7,1,4,4,2,3,1,1,3,2,3,2,3,2,2,3,7,-1,1,1
60006906-03,1,7,1,3,4,2,4,2,1,4,2,4,2,2,2,2,3,7,-1,1,1
60006911-03,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,2,2
60006913-01,1,7,1,4,4,4,4,2,1,3,3,3,1,3,2,3,3,7,-1,1,2
60006914-01,1,7,2,3,3,3,3,2,1,2,4,-5,3,3,3,3,3,6,-1,2,2
60006917-01,1,-5,3,2,1,3,3,4,1,1,2,3,2,3,2,3,4,4,-1,1,2
60006920-01,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,-1,1,2
60006923-01,1,7,2,2,2,3,3,2,1,2,3,3,1,4,1,1,4,7,-1,1,2
60006924-01,1,7,1,3,3,1,3,2,2,2,2,2,2,1,1,3,3,7,-1,2,2
60006932-02,1,9,3,2,2,4,3,4,2,3,3,2,3,2,3,2,3,7,-1,1,2
60006936-01,1,7,1,4,4,3,4,3,2,2,3,4,1,3,2,2,3,7,-1,2,2
60006951-03,1,12,1,1,1,1,1,3,1,2,2,2,2,3,2,2,2,7,-1,1,2
60006957-02,1,7,3,2,2,2,3,1,1,2,2,2,1,2,2,2,2,6,-1,1,2
60006960-03,1,7,1,4,4,4,4,1,1,2,3,3,3,2,3,3,4,7,-1,2,2
60006965-02,1,6,1,1,1,1,1,5,3,4,4,4,4,4,3,4,2,6,-1,1,2
60006966-01,1,6,3,2,2,2,3,3,2,2,3,3,2,3,3,3,3,7,-1,1,2
60006967-01,1,6,1,1,1,1,2,3,1,1,3,-9,2,2,3,-9,-9,6,-1,2,2
60006989-02,1,6,3,2,2,2,1,4,1,3,4,4,4,-5,3,4,4,6,-1,2,2
60006991-01,1,7,2,2,2,1,2,3,1,2,2,2,3,3,2,2,3,6,-1,2,2
60007000-02,2,-1,-1,-1,-1,-1,-1,1,1,2,2,2,2,2,1,3,4,6,-1,2,2
60007003-01,1,6,1,4,4,1,4,1,1,1,2,2,2,2,1,1,1,6,-1,1,2
60007014-01,1,7,1,3,2,4,1,3,1,3,3,3,1,2,1,2,3,6,-1,2,2
60007016-01,1,4,2,4,3,4,4,1,1,1,4,4,2,4,2,4,4,4,-1,1,2
60007021-03,2,-1,-1,-1,-1,-1,-1,3,1,2,2,2,1,3,2,2,2,-5,-1,2,2
60007024-01,2,-2,-2,-2,-2,-2,-2,3,1,3,3,3,2,2,2,2,3,7,-1,2,2
60007025-01,2,-1,-1,-1,-1,-1,-1,4,2,3,3,3,4,3,2,4,3,6,-1,2,2
60007026-01,1,7,2,4,4,4,4,2,1,2,3,3,2,2,1,2,1,6,-1,1,2
60007034-01,1,7,2,4,4,3,3,2,1,3,3,3,1,3,1,2,4,6,-1,2,2
60007046-01,2,-1,-1,-1,-1,-1,-1,3,3,4,4,4,2,4,3,2,4,91,GOVERNMENT,2,2
60007048-01,1,7,2,2,2,3,3,2,2,2,2,2,3,3,2,3,3,7,-1,1,2
60007049-03,2,-1,-1,-1,-1,-1,-1,3,1,2,3,-9,-9,2,3,3,1,6,-1,2,2
60007051-01,1,7,1,4,4,4,4,2,1,3,2,2,1,2,1,2,2,7,-1,1,2
60007053-01,1,7,1,4,4,3,4,2,2,2,2,2,2,2,2,2,2,7,-1,2,2
60007056-01,1,7,1,2,2,2,2,3,1,2,3,3,2,3,2,3,2,1,-1,1,1
60007057-01,1,6,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,2,2
60007067-01,1,7,1,4,4,2,3,3,1,3,2,3,2,3,1,3,2,6,-1,2,2
60007068-02,1,7,2,4,4,2,4,1,1,2,3,4,1,3,2,2,4,7,-1,1,2
60007073-01,2,-1,-1,-1,-1,-1,-1,3,2,1,1,1,1,1,1,1,1,7,-1,2,2
60007076-01,1,-5,1,1,2,2,1,3,1,3,3,4,4,4,3,4,3,6,-1,1,2
60007080-01,2,-2,-2,-2,-2,-2,-2,2,1,4,2,4,4,4,1,1,1,6,-1,2,2
60007090-01,2,-1,-1,-1,-1,-1,-1,3,1,3,3,3,3,3,2,2,2,91,FAMILY SERVICES,2,2
60007092-01,1,7,3,4,4,3,3,2,1,3,3,4,3,4,2,3,2,7,-1,2,2
60007104-01,1,9,2,3,3,4,4,2,1,2,2,4,2,4,2,3,3,7,-1,1,2
60007114-02,1,6,1,2,4,3,-9,3,1,3,2,3,2,3,2,2,3,6,-1,1,1
60007118-01,1,7,1,2,2,2,3,4,3,2,4,4,3,4,3,3,3,6,-1,2,2
60007122-01,1,7,1,2,2,2,3,3,1,3,2,2,2,2,1,3,3,6,-1,1,2
60007123-01,1,7,1,4,4,2,3,1,1,2,4,4,2,3,2,2,2,7,-1,1,1
60007126-01,1,1,3,4,4,3,1,2,2,3,3,4,2,4,1,2,2,6,-1,2,2
60007133-01,1,-5,3,2,2,3,2,3,1,3,2,2,1,2,2,2,2,6,-1,1,2
60007142-02,1,6,3,2,2,3,2,3,1,2,2,4,1,2,1,2,4,7,-1,1,2
60007145-01,1,-5,3,2,3,1,2,3,1,2,2,4,2,4,1,3,4,1,-1,1,2
60007152-01,1,7,1,4,3,2,4,2,1,4,3,4,1,3,3,3,3,6,-1,2,2
60007156-01,2,-1,-1,-1,-1,-1,-1,2,1,2,3,3,3,2,2,2,3,6,-1,2,2
60007166-01,2,-1,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,2,7,-1,1,2
60007177-02,2,-1,-1,-1,-1,-1,-1,2,1,2,3,3,3,4,1,3,3,-5,-1,1,2
60007180-02,1,-5,1,2,3,1,4,1,1,-9,-9,-9,1,-9,1,-9,-9,7,-1,2,2
60007183-01,1,7,2,4,4,4,4,1,1,2,2,2,1,3,1,3,3,7,-1,1,2
60007187-03,2,-1,-1,-1,-1,-1,-1,2,2,2,3,3,2,3,3,3,3,7,-1,2,2
60007188-01,2,-1,-1,-1,-1,-1,-1,1,1,2,3,4,1,2,2,2,2,7,-1,2,1
60007191-01,1,7,1,4,4,4,4,1,1,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,2,2
60007199-01,2,-1,-1,-1,-1,-1,-1,2,3,3,3,3,3,3,3,3,3,6,-1,2,2
60007201-01,1,-9,3,2,3,2,1,4,3,3,3,3,-9,1,1,4,3,-5,-1,2,2
60007207-03,1,7,3,4,4,3,3,1,1,3,3,3,2,2,1,1,2,6,-1,1,2
60007211-01,2,-1,-1,-1,-1,-1,-1,2,1,2,2,2,2,2,2,3,2,6,-1,1,2
60007213-01,1,7,1,2,3,2,3,3,2,-5,2,2,2,2,2,3,3,6,-1,1,2
60007216-01,1,-5,3,2,1,1,2,3,1,2,3,3,2,3,2,1,1,6,-1,2,1
60007220-02,1,6,1,1,1,2,3,5,1,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,2,2
60007226-03,1,7,3,2,3,1,3,3,3,3,4,4,2,4,2,4,4,7,-1,1,2
60007228-01,1,4,1,4,3,2,4,2,2,2,3,3,2,2,1,2,2,1,-1,2,2
60007230-01,1,5,1,4,4,4,4,2,3,3,3,3,3,3,3,3,3,7,-1,2,2
60007231-01,1,-5,1,4,4,4,4,1,1,1,3,3,1,3,1,2,2,7,-1,1,2
60007233-01,1,7,1,3,3,2,3,2,2,2,2,3,2,3,2,3,3,7,-1,1,1
60007239-02,1,4,2,3,3,3,3,2,1,2,3,2,2,2,1,2,3,7,-1,2,2
60007242-01,1,7,2,4,4,4,4,1,1,3,4,4,2,2,2,1,2,7,-1,1,2
60007245-01,1,7,2,3,3,2,2,3,2,3,2,3,2,3,2,3,3,7,-1,1,1
60007246-01,1,6,1,1,4,4,4,2,1,1,4,4,4,4,4,4,4,6,-1,2,2
60007254-03,1,1,1,1,-9,-9,-9,2,1,-9,-9,-9,-9,-9,-9,-9,-9,1,-1,2,2
60007261-01,1,6,3,4,4,2,4,3,1,3,2,2,2,2,1,2,2,6,-1,1,2
60007264-03,1,1,1,2,3,2,3,2,1,3,2,1,2,2,1,2,1,7,-1,1,1
60007267-01,1,7,3,3,3,2,2,2,2,2,2,3,2,3,2,2,2,7,-1,1,2
60007270-02,1,7,1,2,2,2,3,2,1,1,2,2,2,2,3,3,3,7,-1,1,1
60007271-01,1,7,3,2,2,2,2,4,2,2,4,4,2,3,4,2,2,7,-2,1,1
60007278-01,1,7,1,3,3,2,3,2,2,3,3,3,2,3,2,3,3,7,-1,2,2
60007298-01,1,7,1,4,4,4,4,1,1,3,2,3,1,3,1,2,2,6,-1,2,2
60007303-01,1,7,3,1,1,1,-9,3,3,2,3,3,3,3,3,3,3,7,-1,1,1
60007308-01,1,7,1,2,3,3,3,1,1,2,3,3,2,2,1,2,3,6,-1,1,2
60007310-01,2,-1,-1,-1,-1,-1,-1,2,2,3,4,4,2,4,2,3,3,6,-1,1,1
60007312-01,1,-5,1,4,4,4,4,1,1,3,2,4,2,3,2,2,3,6,-1,2,2
60007315-01,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,-1,1,1
60007319-01,1,6,1,4,4,1,3,3,2,4,4,4,4,4,4,4,3,6,-1,2,2
60007324-02,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,-1,2,2
60007325-02,2,-1,-1,-1,-1,-1,-1,3,2,3,3,3,3,3,1,3,3,-5,-1,2,2
60007340-01,1,6,1,2,2,1,2,3,2,2,2,3,2,3,2,3,2,6,-1,1,2
60007341-01,1,7,2,4,4,4,4,2,1,3,2,2,2,2,1,2,2,6,-1,1,2
60007342-01,2,-1,-1,-1,-1,-1,-1,3,2,1,2,3,3,2,2,2,2,5,-1,1,2
60007348-03,1,7,1,4,4,4,4,1,1,3,4,4,1,4,4,4,3,6,-1,2,2
60007352-02,2,-1,-1,-1,-1,-1,-1,2,1,1,2,3,3,3,3,4,3,4,-1,2,2
60007353-01,1,-5,2,4,4,4,4,1,1,2,3,3,2,3,4,3,3,7,-1,2,2
60007359-02,2,-1,-1,-1,-1,-1,-1,2,1,2,2,2,1,1,1,2,2,6,-1,1,2
60007362-01,2,-1,-1,-1,-1,-1,-1,3,2,3,3,4,3,3,3,3,4,6,-1,2,2
60007364-01,1,-5,3,4,4,3,3,2,1,2,2,3,2,3,2,4,4,7,-1,1,1
60007366-02,1,6,1,1,2,1,2,3,1,4,2,3,3,3,2,4,4,6,-1,2,2
60007367-02,1,7,3,1,4,1,2,2,1,3,2,2,2,2,2,2,4,7,-1,1,2
60007374-01,2,-1,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,2,7,-1,2,2
60007388-02,1,7,1,4,4,4,4,2,1,2,-9,4,1,3,-9,-9,-9,7,-1,1,2
60007389-01,1,7,1,4,4,3,4,1,1,2,2,4,1,3,1,2,3,6,-1,1,2
60007393-01,1,7,2,3,3,2,3,2,1,3,2,4,2,4,2,2,3,6,-1,1,1
60007403-02,2,-1,-1,-1,-1,-1,-1,4,3,3,3,3,3,3,3,3,2,1,-1,2,2
60007404-01,1,1,2,2,1,2,2,4,2,3,3,4,2,3,2,3,3,6,-1,2,2
60007406-01,1,6,1,3,3,1,3,1,1,3,4,4,4,4,2,3,4,6,-1,1,2
60007409-02,1,7,1,4,4,2,4,1,1,2,1,1,3,1,1,2,2,6,-1,1,2
60007414-01,1,7,1,4,4,2,4,1,1,2,1,1,1,1,1,1,2,7,-1,1,2
60007417-01,1,6,3,2,4,2,3,2,1,3,3,3,3,3,2,2,3,6,-1,1,2
60007420-01,1,7,3,4,4,4,4,3,2,2,2,2,2,2,2,2,2,6,-1,1,2
60007428-01,1,7,1,4,4,3,4,1,1,2,1,2,2,2,1,2,3,6,-1,1,2
60007431-01,1,7,1,4,4,3,3,1,1,3,3,3,2,3,2,2,3,6,-1,1,2
60007462-01,1,7,1,4,4,4,4,1,1,2,-5,-9,2,3,1,2,3,6,-1,1,2
60007467-03,1,7,1,3,3,2,3,2,1,2,2,3,2,3,2,2,3,7,-1,1,1
60007474-02,1,7,3,3,3,3,3,2,1,2,2,3,2,3,2,2,2,7,-1,1,1
60007476-01,2,-1,-1,-1,-1,-1,-1,3,1,2,3,3,3,2,2,3,2,6,-1,2,2
60007487-03,1,7,1,4,4,4,4,3,1,3,4,4,2,4,2,3,4,6,-1,1,2
60007493-01,2,-1,-1,-1,-1,-1,-1,2,1,-9,-9,1,-9,1,-9,-9,-9,6,-1,2,2
60007494-01,1,-5,3,3,3,2,3,1,1,3,4,4,2,3,2,2,4,7,-1,1,1
60007503-01,2,-1,-1,-1,-1,-1,-1,3,1,2,3,3,4,3,2,3,4,6,-1,1,1
60007508-01,1,7,1,3,3,2,3,2,1,3,2,3,2,2,1,1,4,7,-1,1,1
60007510-01,2,-1,-1,-1,-1,-1,-1,3,2,3,4,4,3,4,3,4,4,6,-1,2,2
60007512-01,1,7,1,1,1,1,2,3,1,2,2,2,2,2,2,2,2,7,-1,1,2
60007523-01,1,2,3,1,2,2,2,3,3,2,2,4,2,3,2,4,4,6,-1,2,2
60007531-01,1,7,3,1,2,3,2,2,1,2,3,3,2,3,2,2,2,7,-1,1,2
60007533-03,2,-1,-1,-1,-1,-1,-1,3,1,3,4,4,4,2,4,4,4,6,-1,2,2
60007544-01,1,2,1,2,2,2,2,3,1,1,2,2,2,2,2,3,1,4,-1,2,2
60007548-02,1,7,1,3,3,3,3,2,1,3,2,3,2,2,2,3,4,7,-1,1,2
60007552-01,1,7,1,3,3,2,3,2,1,2,2,3,2,4,1,1,2,7,-1,1,1
60007557-01,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,-1,1,2
60007561-01,1,7,1,4,4,4,4,1,1,1,1,4,1,3,1,1,3,7,-1,1,2
60007564-01,2,-2,-2,-2,-2,-1,-1,-9,3,-9,-9,-9,-9,-9,-9,-9,-9,11,-1,2,2
60007567-01,2,-1,-1,-1,-1,-1,-1,1,1,2,4,4,3,4,2,4,1,6,-1,2,2
60007568-01,1,-5,1,2,3,2,2,2,1,3,2,2,2,2,2,2,2,6,-1,2,2
60007580-01,1,7,1,3,4,3,3,2,1,3,3,3,2,3,3,3,3,7,-1,1,2
60007581-01,1,-5,1,2,1,2,2,3,1,1,1,1,-9,1,-9,-9,-9,-5,-1,2,2
60007587-01,1,7,1,3,4,4,4,2,1,3,2,3,1,3,1,1,2,-9,-6,-9,-9
60007589-01,1,7,3,4,4,3,3,2,2,3,3,3,2,3,2,3,4,6,-1,1,2
60007590-01,1,9,1,1,2,2,3,3,1,3,2,3,-5,3,3,2,2,6,-1,2,2
60007592-03,2,-1,-1,-1,-1,-1,-1,3,-9,3,4,4,4,4,3,2,2,4,-1,2,2
60007600-01,2,-1,-1,-1,-1,-1,-1,2,1,2,2,2,-9,2,2,-9,2,6,-1,2,2
60007601-01,2,-2,-2,-2,-2,-2,-2,2,1,2,3,3,-9,2,3,4,4,6,-1,2,2
60007607-03,1,7,1,4,4,4,4,1,3,4,2,2,1,4,2,2,4,7,-1,1,2
60007608-01,1,7,2,4,4,2,4,1,1,2,2,2,2,3,2,1,2,7,-1,1,2
60007609-01,1,-5,2,-9,-9,-9,-9,3,1,2,1,1,1,1,1,1,1,-5,-1,2,2
60007612-01,1,7,1,3,3,2,3,1,1,2,3,3,3,3,2,2,2,6,-1,2,2
60007617-01,1,7,3,-9,-9,-9,4,3,2,2,3,2,1,2,2,3,3,7,-1,1,2
60007619-01,1,7,1,4,4,3,4,1,1,2,3,3,2,3,1,3,3,7,-1,1,2
60007622-01,2,-1,-1,-1,-1,-1,-1,1,1,2,3,3,3,3,2,3,3,6,-1,2,2
60007624-01,1,2,1,4,4,2,4,1,2,2,4,4,4,4,2,2,2,2,-1,1,2
60007625-02,1,4,1,1,1,1,4,3,4,4,-9,-9,-9,-9,4,-9,4,7,-1,2,2
60007637-01,1,7,1,2,2,2,2,3,1,3,4,4,3,4,3,4,4,7,-1,2,2
60007640-01,1,6,1,4,4,4,4,1,1,3,3,4,1,3,2,4,4,6,-1,1,2
60007645-01,1,7,1,2,2,2,3,2,1,3,3,3,2,3,1,4,3,-5,-1,2,2
60007656-03,2,-1,-1,-1,-1,-1,-1,-9,2,2,2,4,2,4,4,3,3,7,-1,2,2
60007669-01,1,6,2,4,4,4,4,2,1,1,2,2,2,2,2,2,2,6,-1,1,2
60007677-01,2,-1,-1,-1,-1,-1,-1,3,3,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,2,2
60007679-01,2,-1,-1,-1,-1,-1,-1,2,1,2,4,4,4,4,1,3,2,2,-1,2,2
60007684-03,2,-1,-1,-1,-1,-1,-1,3,2,3,-9,3,1,2,2,-9,-9,7,-1,1,1
60007690-01,2,-1,-1,-1,-1,-1,-1,1,1,2,3,3,1,2,1,2,3,6,-1,1,2
60007691-01,2,-1,-1,-1,-1,-1,-1,2,1,2,2,3,-9,2,2,2,2,6,-1,1,2
60007697-01,1,7,1,4,4,4,4,2,1,3,3,4,2,2,3,2,2,6,-1,2,2
60007702-02,2,-1,-1,-1,-1,-1,-1,1,2,3,2,3,3,2,2,2,4,6,-1,2,2
60007706-01,1,7,1,4,3,2,3,2,1,3,3,3,2,3,2,2,3,6,-1,2,2
60007707-01,1,-5,1,2,4,4,3,1,-9,-9,4,-9,-9,-9,-9,-9,-9,-5,-1,2,2
60007725-01,1,6,3,3,3,1,2,3,2,3,2,2,3,3,2,-9,-9,1,-1,1,2
60007728-01,1,7,3,4,4,4,4,2,2,2,3,4,1,3,2,3,3,7,-1,2,2
60007730-01,1,6,2,1,2,2,1,3,1,3,2,3,2,3,2,3,3,7,-1,2,2
60007741-01,1,-5,3,4,4,3,4,1,1,1,2,2,2,2,1,1,2,6,-1,1,2
60007742-02,2,-1,-1,-1,-1,-1,-1,2,1,1,2,2,2,2,2,2,2,4,-1,2,2
60007743-03,2,-1,-1,-1,-1,-1,-1,5,3,2,-9,-9,-9,1,3,-9,1,91,PRAYER,2,2
60007752-01,2,-1,-1,-1,-1,-1,-1,4,2,2,2,3,3,2,2,2,3,6,-1,1,2
60007754-01,1,-5,1,1,1,1,2,2,1,2,2,3,4,3,3,3,3,6,-1,1,2
60007755-01,1,6,1,3,4,4,4,1,1,3,3,4,2,4,4,3,4,7,-1,2,2
60007756-01,1,-5,1,3,-9,2,3,2,1,3,2,-9,-9,2,-9,-9,-9,-5,-1,2,2
60007757-01,1,6,3,2,2,2,2,3,3,2,1,2,3,2,1,3,4,6,-1,2,2
60007777-01,1,7,1,2,3,1,4,2,2,2,3,3,2,2,2,2,2,6,-1,1,1
60007787-01,1,-5,-9,2,3,3,3,1,2,3,4,2,2,3,1,4,3,7,-1,2,2
60007801-02,1,7,3,2,2,1,2,2,1,2,2,3,2,3,3,2,2,7,-1,2,1
60007807-01,1,7,2,3,2,2,2,3,1,3,4,4,2,3,1,2,2,7,-1,2,2
60007809-01,1,-5,2,4,4,2,4,1,1,2,4,4,2,4,2,2,4,7,-1,1,2
60007823-01,1,7,3,2,1,1,1,4,3,3,2,-5,3,3,3,3,3,7,-1,1,1
60007824-01,1,7,1,3,1,1,4,3,1,4,3,3,3,3,1,1,4,7,-1,1,1
60007833-01,1,1,1,4,4,2,4,2,2,-9,4,4,4,4,2,4,4,6,-1,2,2
60007839-01,1,7,1,3,3,3,3,1,1,3,3,3,2,3,2,2,3,7,-1,1,2
60007841-01,1,7,3,3,4,3,4,2,2,4,4,4,2,4,2,3,4,6,-1,1,2
60007843-01,1,6,1,4,4,1,4,1,1,2,2,2,2,2,1,2,3,6,-1,1,2
60007845-02,1,-5,1,2,3,4,4,2,4,4,2,2,3,2,3,2,2,-5,-1,2,2
60007848-01,1,-5,2,4,3,3,2,2,1,3,3,4,2,3,1,3,3,6,-1,1,2
60007849-02,1,7,2,4,4,4,4,1,1,2,3,3,2,3,2,2,3,6,-1,2,2
60007867-02,1,7,1,1,-9,-9,-9,2,1,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,2,2
60007868-01,2,-1,-1,-1,-1,-1,-1,2,1,1,2,3,3,2,2,2,3,6,-1,2,2
60007875-01,1,7,1,3,2,3,3,2,1,2,2,3,2,3,2,2,3,7,-1,1,1
60007878-01,1,7,1,4,4,2,4,3,1,3,3,2,2,3,2,2,4,7,-1,1,2
60007879-01,1,6,3,2,3,2,3,2,1,1,2,2,3,2,4,2,4,-5,-1,2,2
60007880-02,1,7,1,1,1,1,1,2,2,1,2,2,3,4,2,2,4,5,-1,2,2
60007886-02,2,-1,-1,-1,-1,-1,-1,5,3,3,4,4,4,4,4,4,4,6,-1,2,2
60007890-02,1,2,1,3,4,2,4,1,1,3,4,3,3,4,1,3,4,91,ONLINE LIBRARY/PUB-MED/PEER-REVIEWED RESEARCH ARTICLES,1,2
60007898-01,1,7,3,3,3,2,2,3,1,2,2,4,2,2,2,3,4,6,-1,1,2
60007904-01,1,7,1,3,3,2,3,3,1,3,3,3,3,3,4,4,4,7,-1,1,2
60007906-01,1,7,3,4,4,4,4,2,2,3,2,3,2,2,1,3,2,7,-1,2,2
60007908-01,1,6,1,2,2,2,2,3,1,3,3,3,3,3,3,3,3,6,-1,1,1
60007910-03,1,7,1,3,3,3,3,2,1,2,1,2,2,2,1,2,3,7,-1,1,2
60007915-03,1,6,1,-9,-9,1,-9,2,1,2,4,4,4,4,4,4,4,4,-1,1,2
60007919-01,1,6,3,4,4,2,4,2,2,3,2,2,2,2,2,2,2,6,-1,1,1
60007921-03,1,7,1,1,2,2,2,4,2,3,3,3,2,2,2,3,2,6,-1,2,2
60007924-03,2,-1,-1,-1,-1,-1,-1,3,2,2,3,3,3,3,2,2,2,6,-1,2,2
60007926-02,1,7,1,2,2,2,2,4,1,2,4,4,2,4,2,3,4,7,-1,2,2
60007933-01,2,-1,-1,-1,-1,-1,-1,1,1,2,2,3,3,2,1,3,3,6,-1,2,2
60007939-01,1,7,2,4,4,2,3,2,1,3,4,4,2,4,3,3,4,7,-1,2,-9
60007942-01,1,-5,2,4,4,4,4,1,1,1,3,3,2,3,3,2,4,6,-1,1,2
60007945-03,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,-1,-9,-9
60007948-02,1,7,2,3,2,2,3,3,1,2,3,4,3,4,3,3,3,7,-1,1,2
60007952-01,1,7,1,4,4,4,4,1,1,2,3,3,1,2,1,4,3,6,-1,1,2
60007959-02,2,-1,-1,-1,-1,-1,-1,1,-9,1,-9,-9,-9,-9,-9,-9,-9,4,-1,2,2
60007963-01,1,2,1,4,4,4,4,1,1,-9,2,2,2,2,1,1,2,6,-1,1,2
60007974-01,1,5,1,3,3,3,3,3,2,2,3,3,3,3,2,2,2,5,-1,2,2
60007978-01,1,5,3,2,2,3,3,3,1,-9,2,-9,2,3,-9,-9,-9,6,-1,1,2
60007979-01,1,7,3,4,4,3,4,2,1,2,4,3,1,2,2,3,4,6,-1,1,2
60007982-01,1,-5,1,4,2,2,4,3,1,2,2,4,2,4,1,1,4,7,-1,2,2
60007984-02,1,6,1,2,1,2,2,4,3,2,4,4,3,4,4,4,4,6,-1,2,2
60007991-01,2,-1,-1,-1,-1,-1,-1,1,1,3,2,2,1,2,1,2,2,6,-1,2,2
60007997-01,2,-1,-1,-1,-1,-1,-1,1,1,2,4,4,4,4,4,4,3,6,-1,2,2
60007999-01,1,6,2,3,3,3,3,3,1,3,3,3,2,3,2,3,3,6,-1,1,1
60008003-01,2,-1,-1,-1,-1,-1,-1,3,1,4,4,4,4,4,4,4,4,6,-1,2,2
60008020-01,1,6,3,3,3,2,4,2,-9,3,3,4,2,2,3,3,4,7,-1,1,1
60008022-01,1,7,2,4,4,2,3,4,2,3,3,3,2,3,2,2,3,6,-1,1,2
60008023-02,1,7,3,2,-9,2,2,3,1,-9,3,4,2,-5,-9,3,3,7,-1,1,1
60008029-01,1,7,2,3,3,3,3,2,1,3,2,2,2,2,2,2,3,-5,-1,1,2
60008044-01,2,-1,-1,-1,-1,-1,-1,1,1,2,2,3,1,3,1,1,2,6,-1,2,2
60008050-02,1,7,1,3,1,2,2,3,1,1,2,2,2,2,2,2,1,7,-1,1,1
60008055-03,2,-1,-1,-1,-1,-1,-1,5,1,3,2,2,2,2,1,1,1,6,-1,1,2
60008056-01,2,-1,-1,-1,-1,-1,-1,3,1,2,2,3,-9,2,2,2,2,6,-1,1,2
60008060-01,1,7,3,1,1,1,2,5,2,3,3,3,3,3,2,2,2,7,-1,2,2
60008063-01,1,-5,3,2,3,2,3,3,2,2,3,3,3,3,2,3,3,4,-1,2,2
60008068-02,1,7,1,4,4,4,4,1,2,3,3,3,2,2,2,2,2,7,-1,1,2
60008069-01,2,-1,-1,-1,-1,-1,-1,2,1,3,4,4,2,3,1,2,4,7,-1,2,2
60008070-01,1,7,1,2,3,2,3,3,1,2,2,2,3,2,1,2,4,6,-1,1,1
60008074-01,1,7,3,3,3,2,4,3,2,3,2,4,2,4,2,3,2,6,-1,1,2
60008089-01,1,-5,3,4,3,1,3,3,1,2,2,2,2,2,2,2,2,6,-1,2,2
